SOC Code,IWA
31-9099,4.A.3.a.2.I38
31-9099,4.A.4.b.3.I06
31-9099,4.A.3.b.4.I09
31-9099,4.A.3.a.3.I04
31-9099,4.A.4.c.1.I01
31-9099,4.A.3.a.1.I09
31-9099,4.A.1.a.2.I01
31-9099,4.A.1.b.2.I01
31-9099,4.A.3.b.6.I11
31-9099,4.A.4.c.3.I07
31-9099,4.A.4.a.5.I11
31-9099,4.A.2.b.2.I01
31-9099,4.A.2.b.3.I01
31-9099,4.A.3.b.6.I06
33-1011,4.A.2.b.1.I04
33-1011,4.A.4.a.5.I07
33-1011,4.A.1.a.1.I02
33-1011,4.A.4.a.7.I01
33-1011,4.A.4.a.2.I03
33-1011,4.A.1.a.2.I07
33-1011,4.A.4.b.4.I05
33-1011,4.A.2.a.3.I01
33-1011,4.A.4.b.4.I13
33-1011,4.A.4.a.5.I05
33-1011,4.A.4.b.4.I12
33-1011,4.A.2.a.1.I04
33-1011,4.A.3.b.6.I08
33-1011,4.A.3.a.1.I12
33-1011,4.A.2.b.3.I01
33-1011,4.A.4.b.3.I04
33-1011,4.A.3.b.6.I15
33-1011,4.A.3.a.1.I11
33-1011,4.A.3.a.4.I01
33-1012,4.A.4.a.1.I02
33-1012,4.A.1.b.2.I07
33-1012,4.A.3.b.6.I02
33-1012,4.A.4.b.3.I04
33-1012,4.A.4.a.7.I01
33-1012,4.A.3.b.6.I15
33-1012,4.A.4.a.3.I01
33-1012,4.A.4.c.3.I01
33-1012,4.A.4.b.4.I13
33-1012,4.A.3.a.1.I11
33-1012,4.A.3.b.6.I08
33-1012,4.A.2.a.1.I04
33-1012,4.A.4.a.2.I11
33-1012,4.A.1.b.2.I05
33-1012,4.A.4.c.1.I06
33-1012,4.A.4.b.4.I16
33-1012,4.A.2.a.3.I01
33-1021,4.A.2.b.1.I04
33-1021,4.A.4.a.5.I07
33-1021,4.A.4.b.6.I09
33-1021,4.A.4.b.4.I07
33-1021,4.A.1.a.2.I09
33-1021,4.A.1.a.2.I07
33-1021,4.A.4.b.4.I15
33-1021,4.A.2.b.2.I05
33-1021,4.A.4.b.4.I13
33-1021,4.A.3.b.4.I02
33-1021,4.A.1.a.2.I02
33-1021,4.A.4.a.5.I05
33-1021,4.A.1.b.2.I07
33-1021,4.A.4.b.4.I01
33-1021,4.A.2.a.1.I04
33-1021,4.A.3.b.6.I08
33-1021,4.A.1.b.2.I05
33-1021,4.A.2.b.3.I01
33-1021,4.A.4.b.3.I04
33-1021,4.A.3.b.6.I15
33-1021,4.A.3.a.1.I02
33-1021,4.A.4.c.2.I01
33-1021,4.A.4.a.2.I08
33-1021,4.A.4.b.4.I16
33-1021,4.A.3.a.4.I01
33-1091,4.A.4.b.4.I07
33-1091,4.A.4.b.3.I06
33-1091,4.A.4.a.2.I03
33-1091,4.A.1.a.2.I07
33-1091,4.A.4.c.3.I05
33-1091,4.A.3.b.6.I02
33-1091,4.A.4.b.4.I13
33-1091,4.A.1.a.1.I03
33-1091,4.A.3.a.3.I05
33-1091,4.A.2.b.4.I01
33-1091,4.A.4.a.1.I02
33-1091,4.A.1.b.2.I07
33-1091,4.A.4.b.4.I01
33-1091,4.A.3.b.6.I08
33-1091,4.A.1.a.2.I11
33-1091,4.A.1.b.2.I05
33-1091,4.A.2.b.5.I02
33-1091,4.A.4.a.2.I04
33-1091,4.A.4.b.4.I09
33-1091,4.A.4.b.3.I04
33-1091,4.A.3.b.6.I01
33-1091,4.A.4.c.2.I01
33-1091,4.A.3.a.1.I11
33-1091,4.A.4.a.2.I08
33-1091,4.A.4.b.3.I03
33-2011,4.A.4.a.5.I07
33-2011,4.A.4.a.2.I03
33-2011,4.A.1.a.2.I09
33-2011,4.A.4.a.2.I11
33-2011,4.A.1.a.2.I07
33-2011,4.A.1.a.1.I21
33-2011,4.A.4.b.3.I05
33-2011,4.A.3.b.6.I02
33-2011,4.A.3.b.4.I02
33-2011,4.A.4.a.5.I05
33-2011,4.A.1.b.2.I07
33-2011,4.A.1.b.2.I05
33-2011,4.A.2.b.3.I01
33-2011,4.A.3.a.1.I16
33-2011,4.A.2.b.1.I10
33-2011,4.A.4.b.3.I04
33-2011,4.A.3.a.1.I02
33-2011,4.A.3.a.2.I46
33-2011,4.A.4.a.2.I08
33-2011,4.A.4.b.3.I03
33-2021,4.A.4.b.6.I09
33-2021,4.A.4.a.3.I01
33-2021,4.A.4.a.2.I11
33-2021,4.A.1.a.1.I21
33-2021,4.A.4.b.4.I15
33-2021,4.A.2.a.3.I01
33-2021,4.A.3.b.6.I02
33-2021,4.A.3.b.6.I05
33-2021,4.A.2.b.2.I05
33-2021,4.A.1.a.1.I23
33-2021,4.A.2.a.4.I10
33-2021,4.A.1.a.1.I03
33-2021,4.A.3.b.4.I02
33-2021,4.A.4.a.1.I02
33-2021,4.A.1.b.2.I07
33-2021,4.A.4.c.1.I04
33-2021,4.A.2.a.1.I04
33-2021,4.A.1.a.2.I11
33-2021,4.A.1.b.2.I05
33-2021,4.A.2.b.3.I01
33-2021,4.A.4.b.3.I04
33-2021,4.A.3.b.6.I15
33-2021,4.A.4.c.1.I06
33-2021,4.A.4.b.3.I03
33-2022,4.A.1.b.2.I07
33-2022,4.A.4.b.6.I09
33-2022,4.A.4.b.3.I04
33-2022,4.A.3.a.1.I02
33-2022,4.A.3.b.6.I04
33-2022,4.A.4.b.3.I03
33-2022,4.A.3.a.1.I11
33-2022,4.A.1.a.2.I09
33-2022,4.A.3.b.6.I08
33-2022,4.A.1.a.2.I07
33-2022,4.A.4.b.4.I15
33-2022,4.A.1.b.2.I05
33-2022,4.A.4.a.2.I08
33-2022,4.A.4.c.3.I01
33-2022,4.A.4.a.3.I02
33-3011,4.A.4.a.2.I08
33-3011,4.A.3.b.6.I14
33-3011,4.A.3.a.1.I11
33-3011,4.A.1.a.2.I07
33-3011,4.A.3.a.1.I12
33-3011,4.A.1.b.2.I05
33-3011,4.A.4.c.1.I06
33-3011,4.A.4.c.3.I01
33-3011,4.A.4.a.3.I02
33-3012,4.A.3.b.6.I02
33-3012,4.A.1.b.2.I07
33-3012,4.A.1.a.1.I12
33-3012,4.A.4.a.7.I01
33-3012,4.A.4.a.2.I03
33-3012,4.A.4.b.4.I13
33-3012,4.A.4.b.4.I12
33-3012,4.A.1.a.1.I03
33-3012,4.A.3.a.1.I11
33-3012,4.A.1.a.2.I07
33-3012,4.A.3.a.1.I12
33-3012,4.A.1.b.2.I05
33-3012,4.A.1.b.2.I10
33-3012,4.A.2.b.3.I01
33-3012,4.A.4.b.4.I05
33-3012,4.A.4.c.3.I01
33-3012,4.A.3.a.4.I01
33-3021,4.A.2.b.1.I04
33-3021,4.A.4.b.4.I07
33-3021,4.A.2.b.4.I03
33-3021,4.A.4.a.2.I11
33-3021,4.A.1.a.2.I07
33-3021,4.A.1.a.1.I21
33-3021,4.A.3.b.6.I02
33-3021,4.A.3.b.6.I05
33-3021,4.A.1.a.1.I23
33-3021,4.A.2.a.4.I10
33-3021,4.A.4.c.1.I06
33-3021,4.A.3.b.6.I14
33-3021,4.A.3.b.6.I03
33-3021,4.A.1.a.1.I03
33-3021,4.A.3.a.3.I05
33-3021,4.A.2.b.6.I02
33-3021,4.A.4.c.1.I02
33-3021,4.A.4.a.5.I05
33-3021,4.A.4.a.2.I08
33-3021,4.A.1.a.1.I15
33-3021,4.A.1.b.2.I09
33-3021,4.A.1.a.1.I04
33-3021,4.A.2.b.3.I01
33-3021,4.A.2.b.2.I18
33-3021,4.A.3.b.6.I15
33-3021,4.A.3.a.1.I11
33-3021,4.A.4.a.3.I01
33-3021,4.A.4.b.4.I16
33-3031,4.A.4.a.2.I11
33-3031,4.A.1.a.2.I07
33-3031,4.A.1.a.1.I21
33-3031,4.A.3.b.6.I02
33-3031,4.A.1.a.1.I03
33-3031,4.A.4.c.1.I02
33-3031,4.A.1.a.2.I02
33-3031,4.A.4.a.1.I02
33-3031,4.A.2.b.2.I16
33-3031,4.A.4.a.5.I05
33-3031,4.A.4.c.1.I04
33-3031,4.A.4.b.4.I01
33-3031,4.A.3.b.6.I04
33-3031,4.A.4.b.4.I12
33-3031,4.A.1.a.1.I15
33-3031,4.A.3.b.4.I01
33-3031,4.A.3.a.1.I02
33-3031,4.A.3.a.1.I11
33-3031,4.A.4.a.3.I01
33-3031,4.A.4.b.3.I03
33-3041,4.A.4.c.3.I04
33-3041,4.A.4.a.2.I03
33-3041,4.A.1.a.2.I09
33-3041,4.A.1.a.2.I07
33-3041,4.A.1.a.1.I21
33-3041,4.A.3.b.4.I02
33-3041,4.A.4.c.3.I01
33-3041,4.A.1.a.2.I02
33-3041,4.A.4.a.1.I02
33-3041,4.A.4.c.1.I04
33-3041,4.A.4.a.2.I08
33-3041,4.A.3.b.6.I08
33-3041,4.A.2.a.1.I04
33-3041,4.A.1.a.1.I04
33-3041,4.A.4.b.3.I04
33-3041,4.A.4.a.8.I03
33-3041,4.A.4.a.5.I10
33-3041,4.A.3.a.2.I18
33-3041,4.A.3.a.1.I11
33-3041,4.A.4.a.3.I01
33-3051,4.A.2.b.1.I04
33-3051,4.A.4.a.5.I07
33-3051,4.A.4.b.6.I09
33-3051,4.A.2.a.2.I05
33-3051,4.A.4.a.2.I11
33-3051,4.A.1.a.2.I07
33-3051,4.A.1.a.1.I21
33-3051,4.A.3.b.6.I02
33-3051,4.A.3.b.6.I05
33-3051,4.A.1.a.1.I23
33-3051,4.A.1.a.1.I03
33-3051,4.A.4.c.1.I02
33-3051,4.A.4.a.3.I02
33-3051,4.A.4.a.5.I05
33-3051,4.A.4.a.1.I02
33-3051,4.A.4.a.2.I08
33-3051,4.A.3.b.6.I08
33-3051,4.A.3.a.1.I12
33-3051,4.A.1.a.1.I04
33-3051,4.A.4.a.5.I10
33-3051,4.A.1.b.3.I03
33-3051,4.A.3.a.2.I18
33-3051,4.A.3.a.1.I11
33-3051,4.A.1.b.2.I10
33-3051,4.A.4.a.3.I01
33-3051,4.A.4.b.4.I16
33-3052,4.A.3.b.6.I02
33-3052,4.A.4.b.4.I16
33-3052,4.A.4.b.4.I07
33-3052,4.A.2.b.2.I05
33-3052,4.A.1.a.1.I23
33-3052,4.A.1.a.1.I03
33-3052,4.A.3.a.1.I11
33-3052,4.A.2.a.2.I05
33-3052,4.A.4.a.2.I11
33-3052,4.A.1.a.2.I07
33-3052,4.A.4.b.4.I15
33-3052,4.A.4.b.3.I03
33-9011,4.A.4.a.1.I02
33-9011,4.A.4.c.1.I04
33-9011,4.A.3.b.6.I15
33-9011,4.A.1.a.1.I23
33-9011,4.A.3.a.1.I03
33-9011,4.A.4.a.5.I04
33-9011,4.A.1.b.2.I09
33-9011,4.A.1.a.1.I03
33-9011,4.A.3.a.1.I11
33-9011,4.A.3.b.6.I08
33-9011,4.A.4.a.2.I11
33-9011,4.A.2.a.2.I05
33-9011,4.A.1.b.2.I05
33-9011,4.A.4.a.3.I01
33-9021,4.A.3.b.6.I02
33-9021,4.A.3.b.6.I05
33-9021,4.A.1.a.1.I23
33-9021,4.A.4.a.2.I08
33-9021,4.A.1.a.1.I15
33-9021,4.A.1.a.1.I03
33-9021,4.A.4.a.2.I11
33-9021,4.A.2.a.2.I04
33-9021,4.A.1.a.1.I04
33-9021,4.A.4.a.3.I01
33-9031,4.A.1.b.2.I07
33-9031,4.A.4.b.3.I04
33-9031,4.A.4.a.2.I03
33-9031,4.A.1.a.1.I15
33-9031,4.A.3.b.6.I08
33-9031,4.A.3.a.3.I05
33-9031,4.A.1.a.2.I07
33-9031,4.A.2.a.2.I03
33-9031,4.A.1.b.2.I05
33-9031,4.A.1.a.2.I11
33-9031,4.A.4.b.4.I15
33-9031,4.A.1.b.2.I10
33-9032,4.A.1.b.2.I07
33-9032,4.A.4.a.5.I07
33-9032,4.A.3.b.6.I15
33-9032,4.A.3.a.4.I01
33-9032,4.A.3.a.2.I09
33-9032,4.A.1.a.1.I03
33-9032,4.A.3.a.1.I11
33-9032,4.A.1.a.2.I07
33-9032,4.A.3.a.3.I05
33-9032,4.A.4.a.3.I03
33-9032,4.A.4.a.2.I08
33-9032,4.A.4.a.5.I05
33-9091,4.A.4.a.1.I02
33-9091,4.A.3.b.6.I02
33-9091,4.A.4.a.5.I10
33-9091,4.A.4.a.2.I03
33-9091,4.A.3.a.2.I18
33-9091,4.A.3.a.2.I22
33-9091,4.A.1.a.2.I07
33-9091,4.A.2.b.3.I01
33-9091,4.A.4.a.2.I08
33-9091,4.A.4.a.3.I02
33-9092,4.A.1.b.2.I07
33-9092,4.A.4.a.5.I07
33-9092,4.A.4.b.3.I04
33-9092,4.A.4.a.5.I10
33-9092,4.A.3.b.6.I04
33-9092,4.A.1.a.1.I15
33-9092,4.A.3.b.6.I08
33-9092,4.A.1.a.2.I09
33-9092,4.A.1.a.2.I07
33-9092,4.A.1.b.2.I05
33-9092,4.A.3.a.4.I01
33-9092,4.A.4.a.2.I08
33-9092,4.A.4.b.3.I03
33-9092,4.A.3.a.1.I16
33-9092,4.A.4.a.5.I05
33-9093,4.A.4.a.1.I02
33-9093,4.A.2.b.1.I04
33-9093,4.A.3.b.6.I02
33-9093,4.A.1.a.2.I06
33-9093,4.A.4.a.2.I03
33-9093,4.A.3.a.1.I11
33-9093,4.A.2.a.2.I05
33-9093,4.A.1.a.2.I07
33-9093,4.A.1.b.2.I10
33-9093,4.A.4.a.2.I08
33-9093,4.A.4.a.3.I02
33-9094,4.A.1.a.2.I04
33-9094,4.A.4.a.5.I10
33-9094,4.A.4.a.7.I01
33-9094,4.A.1.a.2.I06
33-9094,4.A.4.b.6.I07
33-9094,4.A.4.a.2.I03
33-9094,4.A.3.a.1.I03
33-9094,4.A.3.b.6.I08
33-9094,4.A.4.a.3.I03
33-9094,4.A.4.a.2.I08
33-9094,4.A.4.b.6.I10
33-9094,4.A.4.a.5.I09
33-9094,4.A.3.a.4.I01
33-9099,4.A.3.b.6.I02
33-9099,4.A.1.b.2.I07
33-9099,4.A.4.b.6.I09
33-9099,4.A.4.b.3.I04
33-9099,4.A.4.a.3.I01
33-9099,4.A.1.a.1.I15
33-9099,4.A.1.a.1.I03
33-9099,4.A.3.a.1.I11
33-9099,4.A.4.a.2.I11
33-9099,4.A.3.b.6.I08
33-9099,4.A.1.a.2.I07
33-9099,4.A.1.a.2.I11
33-9099,4.A.4.b.4.I15
33-9099,4.A.1.b.2.I05
33-9099,4.A.4.a.2.I08
33-9099,4.A.4.a.5.I05
35-1011,4.A.2.b.5.I02
35-1011,4.A.4.b.3.I04
35-1011,4.A.4.a.8.I03
35-1011,4.A.1.a.2.I06
35-1011,4.A.2.b.6.I01
35-1011,4.A.3.a.2.I03
35-1011,4.A.4.b.4.I12
35-1011,4.A.2.b.2.I04
35-1011,4.A.4.c.2.I02
35-1011,4.A.2.b.1.I01
35-1011,4.A.1.b.2.I06
35-1011,4.A.2.b.1.I08
35-1011,4.A.3.b.6.I08
35-1011,4.A.1.b.2.I05
35-1011,4.A.4.c.3.I05
35-1012,4.A.3.a.1.I03
35-1012,4.A.3.a.2.I03
35-1012,4.A.2.b.5.I01
35-1012,4.A.4.c.3.I05
35-1012,4.A.4.a.3.I03
35-1012,4.A.2.a.2.I04
35-1012,4.A.2.a.1.I05
35-1012,4.A.2.b.1.I08
35-1012,4.A.4.c.3.I01
35-1012,4.A.1.a.2.I02
35-1012,4.A.4.b.4.I12
35-1012,4.A.2.b.2.I04
35-1012,4.A.3.b.6.I08
35-1012,4.A.1.b.2.I05
35-1012,4.A.2.b.5.I02
35-1012,4.A.4.b.3.I04
35-1012,4.A.4.a.8.I03
35-1012,4.A.4.a.5.I10
35-1012,4.A.4.c.2.I02
35-1012,4.A.4.c.1.I03
35-2011,4.A.3.a.1.I01
35-2011,4.A.3.a.2.I03
35-2011,4.A.3.a.1.I03
35-2011,4.A.1.b.3.I01
35-2011,4.A.3.a.2.I37
35-2011,4.A.4.b.4.I12
35-2011,4.A.1.b.2.I06
35-2011,4.A.4.c.1.I03
35-2011,4.A.4.c.3.I05
35-2011,4.A.3.a.1.I15
35-2012,4.A.4.b.3.I04
35-2012,4.A.3.a.1.I10
35-2012,4.A.3.a.1.I03
35-2012,4.A.3.a.2.I03
35-2012,4.A.3.a.2.I37
35-2012,4.A.4.b.4.I12
35-2012,4.A.2.b.2.I04
35-2012,4.A.2.b.1.I01
35-2012,4.A.3.b.6.I08
35-2012,4.A.1.b.2.I05
35-2012,4.A.4.c.3.I05
35-2012,4.A.3.a.1.I15
35-2012,4.A.4.c.3.I01
35-2012,4.A.3.a.1.I08
35-2012,4.A.1.a.2.I02
35-2013,4.A.2.b.6.I01
35-2013,4.A.3.a.2.I03
35-2013,4.A.4.b.4.I12
35-2013,4.A.2.b.2.I04
35-2013,4.A.3.a.2.I37
35-2013,4.A.2.a.2.I03
35-2013,4.A.4.c.3.I05
35-2013,4.A.3.a.1.I15
35-2014,4.A.3.a.1.I01
35-2014,4.A.3.a.1.I03
35-2014,4.A.3.a.2.I03
35-2014,4.A.1.a.2.I01
35-2014,4.A.1.b.3.I01
35-2014,4.A.4.b.4.I12
35-2014,4.A.2.b.2.I04
35-2014,4.A.1.b.2.I06
35-2014,4.A.2.b.1.I08
35-2014,4.A.3.b.6.I08
35-2014,4.A.2.b.1.I01
35-2014,4.A.1.b.2.I05
35-2014,4.A.4.c.3.I05
35-2014,4.A.3.a.1.I15
35-2014,4.A.4.c.3.I01
35-2015,4.A.3.a.1.I03
35-2015,4.A.4.b.4.I12
35-2015,4.A.3.a.2.I03
35-2015,4.A.3.a.2.I37
35-2015,4.A.4.c.1.I03
35-2015,4.A.4.c.3.I05
35-2015,4.A.3.a.1.I15
35-2015,4.A.4.c.3.I01
35-2021,4.A.4.a.2.I03
35-2021,4.A.3.a.1.I10
35-2021,4.A.3.a.2.I03
35-2021,4.A.3.a.1.I03
35-2021,4.A.1.a.2.I01
35-2021,4.A.3.a.2.I37
35-2021,4.A.1.b.3.I01
35-2021,4.A.3.a.1.I05
35-2021,4.A.3.b.6.I08
35-2021,4.A.3.a.1.I01
35-2021,4.A.4.c.3.I03
35-2021,4.A.4.c.1.I03
35-2021,4.A.3.a.2.I42
35-2021,4.A.3.a.1.I15
35-2021,4.A.4.a.3.I03
35-2021,4.A.3.a.1.I08
35-3011,4.A.4.a.8.I03
35-3011,4.A.3.a.1.I01
35-3011,4.A.3.a.1.I03
35-3011,4.A.3.a.2.I03
35-3011,4.A.3.a.2.I37
35-3011,4.A.3.a.1.I11
35-3011,4.A.4.b.4.I12
35-3011,4.A.2.b.2.I04
35-3011,4.A.4.c.1.I03
35-3011,4.A.4.c.3.I05
35-3011,4.A.3.a.1.I15
35-3011,4.A.2.a.2.I04
35-3011,4.A.3.a.1.I08
35-3023,4.A.4.a.2.I03
35-3023,4.A.3.a.1.I10
35-3023,4.A.3.a.1.I03
35-3023,4.A.3.a.2.I03
35-3023,4.A.3.a.2.I37
35-3023,4.A.4.c.3.I05
35-3023,4.A.4.a.3.I03
35-3023,4.A.2.a.2.I04
35-3023,4.A.3.a.1.I08
35-3023,4.A.3.a.2.I08
35-3023,4.A.3.a.1.I15
35-3023,4.A.4.b.4.I12
35-3023,4.A.1.a.2.I01
35-3023,4.A.1.b.3.I01
35-3023,4.A.3.b.6.I16
35-3023,4.A.4.a.8.I03
35-3023,4.A.4.b.3.I04
35-3023,4.A.3.a.1.I05
35-3023,4.A.4.c.1.I03
35-3023,4.A.3.a.2.I42
35-3031,4.A.4.a.5.I10
35-3031,4.A.4.a.8.I03
35-3031,4.A.4.a.2.I03
35-3031,4.A.3.a.1.I03
35-3031,4.A.3.a.2.I03
35-3031,4.A.3.a.2.I37
35-3031,4.A.3.a.1.I11
35-3031,4.A.2.b.5.I01
35-3031,4.A.4.c.1.I03
35-3031,4.A.3.a.1.I15
35-3031,4.A.4.a.3.I03
35-3041,4.A.4.a.5.I10
35-3041,4.A.4.a.2.I03
35-3041,4.A.3.a.1.I10
35-3041,4.A.3.a.2.I03
35-3041,4.A.3.a.2.I37
35-3041,4.A.3.b.6.I08
35-3041,4.A.4.c.1.I03
35-3041,4.A.3.a.1.I15
35-3041,4.A.3.a.1.I08
35-3041,4.A.1.a.2.I02
35-9011,4.A.4.a.5.I10
35-9011,4.A.3.a.1.I01
35-9011,4.A.3.a.1.I10
35-9011,4.A.3.a.1.I03
35-9011,4.A.3.a.2.I03
35-9011,4.A.3.a.2.I37
35-9011,4.A.3.a.1.I12
35-9011,4.A.4.c.1.I03
35-9011,4.A.3.a.1.I15
35-9011,4.A.4.a.3.I03
35-9011,4.A.4.c.3.I01
35-9011,4.A.3.a.1.I08
35-9021,4.A.3.a.1.I06
35-9021,4.A.3.a.1.I10
35-9021,4.A.3.a.2.I03
35-9021,4.A.3.a.1.I03
35-9021,4.A.3.a.1.I05
35-9021,4.A.3.a.2.I37
35-9021,4.A.3.a.2.I42
35-9021,4.A.3.a.1.I15
35-9021,4.A.3.a.1.I08
35-9031,4.A.4.a.5.I10
35-9031,4.A.4.a.8.I03
35-9031,4.A.4.c.1.I03
35-9031,4.A.4.b.3.I04
35-9031,4.A.2.b.6.I01
35-9031,4.A.4.a.2.I03
35-9031,4.A.3.a.2.I03
35-9031,4.A.4.b.4.I12
35-9031,4.A.4.c.2.I02
35-9031,4.A.2.b.2.I04
35-9031,4.A.3.b.6.I08
35-9031,4.A.4.c.3.I05
35-9031,4.A.2.b.5.I01
35-9031,4.A.1.b.2.I05
35-9031,4.A.3.a.2.I42
35-9031,4.A.4.a.3.I03
37-1011,4.A.4.a.2.I03
37-1011,4.A.3.a.1.I03
37-1011,4.A.4.b.6.I05
37-1011,4.A.4.b.4.I13
37-1011,4.A.1.a.1.I22
37-1011,4.A.2.b.1.I08
37-1011,4.A.3.b.4.I02
37-1011,4.A.4.b.4.I01
37-1011,4.A.1.b.2.I06
37-1011,4.A.2.a.1.I04
37-1011,4.A.3.b.6.I08
37-1011,4.A.2.b.2.I15
37-1011,4.A.1.b.2.I05
37-1011,4.A.2.b.5.I02
37-1011,4.A.4.c.3.I07
37-1011,4.A.2.b.1.I10
37-1011,4.A.4.b.3.I04
37-1011,4.A.1.b.3.I02
37-1011,4.A.4.c.3.I03
37-1012,4.A.4.a.2.I03
37-1012,4.A.3.a.1.I03
37-1012,4.A.4.a.1.I01
37-1012,4.A.4.b.6.I05
37-1012,4.A.1.a.2.I09
37-1012,4.A.3.a.1.I17
37-1012,4.A.3.a.1.I01
37-1012,4.A.4.b.4.I13
37-1012,4.A.1.a.1.I22
37-1012,4.A.2.b.1.I08
37-1012,4.A.4.b.4.I01
37-1012,4.A.1.b.2.I06
37-1012,4.A.2.a.1.I04
37-1012,4.A.3.b.6.I08
37-1012,4.A.2.b.2.I15
37-1012,4.A.1.b.2.I05
37-1012,4.A.4.c.3.I07
37-1012,4.A.3.a.2.I14
37-1012,4.A.4.b.3.I04
37-1012,4.A.1.b.3.I02
37-2011,4.A.3.a.2.I33
37-2011,4.A.3.a.2.I14
37-2011,4.A.3.a.1.I01
37-2011,4.A.3.a.1.I03
37-2011,4.A.4.a.2.I03
37-2011,4.A.3.a.1.I05
37-2011,4.A.3.a.1.I10
37-2011,4.A.3.a.2.I08
37-2011,4.A.1.a.2.I07
37-2011,4.A.3.b.4.I02
37-2011,4.A.3.a.4.I01
37-2011,4.A.2.b.1.I10
37-2011,4.A.3.a.3.I11
37-2012,4.A.3.a.1.I10
37-2012,4.A.3.a.1.I03
37-2012,4.A.3.a.1.I05
37-2012,4.A.3.a.2.I08
37-2012,4.A.1.a.2.I07
37-2012,4.A.2.a.2.I02
37-2012,4.A.3.b.4.I02
37-2012,4.A.2.b.5.I02
37-2012,4.A.4.c.3.I07
37-2012,4.A.3.a.1.I08
37-2021,4.A.3.a.2.I33
37-2021,4.A.4.b.4.I01
37-2021,4.A.1.a.1.I02
37-2021,4.A.3.a.1.I03
37-2021,4.A.3.a.1.I11
37-2021,4.A.3.b.6.I08
37-2021,4.A.1.b.3.I02
37-2021,4.A.1.b.2.I05
37-2021,4.A.4.b.6.I02
37-2021,4.A.4.a.2.I08
37-2021,4.A.3.a.4.I01
37-3011,4.A.3.a.2.I33
37-3011,4.A.3.a.2.I36
37-3011,4.A.3.a.2.I01
37-3011,4.A.1.a.1.I02
37-3011,4.A.3.a.1.I01
37-3011,4.A.3.a.1.I03
37-3011,4.A.4.a.1.I01
37-3011,4.A.3.a.1.I05
37-3011,4.A.3.a.2.I08
37-3011,4.A.3.b.4.I02
37-3011,4.A.3.a.3.I11
37-3011,4.A.3.a.4.I01
37-3011,4.A.3.a.1.I17
37-3011,4.A.3.a.2.I14
37-3012,4.A.3.a.2.I33
37-3012,4.A.4.b.3.I04
37-3012,4.A.3.a.1.I01
37-3012,4.A.3.a.1.I03
37-3012,4.A.1.a.2.I09
37-3012,4.A.3.b.4.I02
37-3012,4.A.3.a.1.I17
37-3012,4.A.3.a.3.I11
37-3013,4.A.3.a.2.I33
37-3013,4.A.3.a.1.I14
37-3013,4.A.4.b.3.I04
37-3013,4.A.4.b.4.I01
37-3013,4.A.3.a.2.I01
37-3013,4.A.3.a.2.I14
37-3013,4.A.3.a.1.I01
37-3013,4.A.3.a.1.I03
37-3013,4.A.4.a.1.I01
37-3013,4.A.3.a.1.I05
37-3013,4.A.1.a.2.I09
37-3013,4.A.1.b.3.I02
37-3013,4.A.3.a.3.I11
37-3013,4.A.3.a.1.I17
37-3013,4.A.3.a.4.I01
39-1013,4.A.4.a.8.I02
39-1013,4.A.3.a.1.I03
39-1013,4.A.2.b.2.I27
39-1013,4.A.4.b.4.I13
39-1013,4.A.3.b.6.I10
39-1013,4.A.1.a.2.I02
39-1013,4.A.4.a.1.I02
39-1013,4.A.4.b.4.I01
39-1013,4.A.2.a.1.I04
39-1013,4.A.4.a.2.I04
39-1013,4.A.2.b.3.I01
39-1013,4.A.3.b.4.I01
39-1013,4.A.4.b.4.I09
39-1013,4.A.4.a.8.I03
39-1013,4.A.4.a.5.I10
39-1013,4.A.3.b.6.I15
39-1013,4.A.4.b.3.I04
39-1013,4.A.1.a.2.I06
39-1013,4.A.4.c.2.I01
39-1013,4.A.3.a.1.I11
39-1013,4.A.4.c.3.I03
39-1013,4.A.4.c.1.I03
39-1014,4.A.4.a.1.I02
39-1014,4.A.1.b.2.I07
39-1014,4.A.4.a.8.I03
39-1014,4.A.4.b.4.I01
39-1014,4.A.3.b.6.I15
39-1014,4.A.4.b.3.I04
39-1014,4.A.4.a.2.I03
39-1014,4.A.4.b.4.I13
39-1014,4.A.4.b.4.I11
39-1014,4.A.4.b.4.I12
39-1014,4.A.4.c.2.I02
39-1014,4.A.2.a.1.I04
39-1014,4.A.2.b.2.I27
39-1014,4.A.4.b.5.I02
39-1014,4.A.1.b.2.I05
39-1014,4.A.4.c.3.I05
39-1014,4.A.4.a.3.I03
39-1014,4.A.2.b.3.I01
39-1022,4.A.4.a.1.I02
39-1022,4.A.1.b.2.I07
39-1022,4.A.4.b.3.I04
39-1022,4.A.4.a.8.I03
39-1022,4.A.4.b.4.I01
39-1022,4.A.4.a.6.I03
39-1022,4.A.4.a.2.I03
39-1022,4.A.4.b.4.I13
39-1022,4.A.4.c.2.I02
39-1022,4.A.1.a.1.I22
39-1022,4.A.2.a.1.I04
39-1022,4.A.1.b.2.I05
39-1022,4.A.4.c.3.I05
39-1022,4.A.2.b.3.I01
39-2011,4.A.3.b.4.I01
39-2011,4.A.4.a.5.I03
39-2011,4.A.3.a.1.I03
39-2011,4.A.4.b.4.I11
39-2011,4.A.4.a.5.I04
39-2011,4.A.4.a.2.I13
39-2011,4.A.2.a.1.I04
39-2011,4.A.4.b.4.I03
39-2011,4.A.3.a.2.I10
39-2011,4.A.1.a.2.I05
39-2011,4.A.3.b.6.I06
